1boy,"1個男人,1男"
bunching_hair,"手持辮子,束髮"
buneary,"布納裡"
bungou_stray_dogs,"文豪流浪狗"
bunji,"文殊"
bunk_bed,"雙層床"
bunker,"掩體,掩體/地堡"
bunny-shaped_pupils,"兔形瞳孔"
bunny_and_fox_world,"兔子和狐狸世界"
bunny_background,"兔子背景"
bunny_day,"兔子日"
bunny_ear_legwear,"兔耳褲"
bunny_earmuffs,"兔子耳罩"
bunny_earrings,"兔子耳環"
bunny_ears,"兔子耳朵,兔耳"
bunny_ears_prank,"兔子耳朵惡作劇"
bunny_girl,"兔娘/兔女郎"
bunny_hair_ornament,"兔子頭飾"
bunny_hat,"兔子帽"
bunny_headphones,"兔子耳機"
bunny_mask,"兔子面具"
bunny_panties,"兔子內褲"
bunny_pose,"兔子姿勢,兔耳pose"
bunny_print,"兔子印花"
bunny_slippers,"兔子拖鞋"
bunny_tail,"兔子尾巴"
bunny_vibrator,"兔子振動器"
buns,"雙糰子頭"
buntaichou,"彩蛋"
buntan,"文丹"
buon_fresco,"真溼壁畫"
bural_chingu,"布拉欽古"
buran_(kure),"暴怒(吳)"
buran_buta,"暴風雨"
buratei_marii,"布拉泰馬裡"
burbur,"伯伯"
buresu,"佈雷蘇"
burger,"漢堡,漢堡包"
burger_hair_ornament,"漢堡頭飾"
burgh_(pokemon),"burgh(口袋妖怪)"
buried,"埋葬"
buriki,"布里奇"
burmecian,"緬甸人"
burn_scar,"燒傷疤痕"
burning,"燃燒"
burning_love_(phrase),"燃燒的愛(短語)"
burnt,"燒燬"
burnt_clothes,"燒焦的衣服"
burnt_food,"燒焦的食物"
buront,"勃朗特"
burp,"打嗝"
bursting_ass,"爆裂的屁股"
bursting_breasts,"爆乳,包不住的巨乳"
bursting_pectorals,"胸肌爆裂"
buruma,"三角運動短褲,女式燈籠褲,緬甸"
buruma_around_one_leg,"buruma繞著一條腿"
buruma_aside,"除了布魯馬"
buruma_pull,"褪下一部分的內褲,布魯瑪拉"
buruma_under_skirt,"buruma下裙"
burumapull,"褪下一部分的內褲"
burusuta,"布魯蘇塔"
bus,"公交車"
bus_interior,"巴士內飾"
bus_stop,"巴士車站,公交車站"
bush,"襯套"
bushidou_(sekaiju),"武士道(sekaiju)"
business_card,"名片"
business_suit,"商務西裝,職場制服"
busou_renkin,"布蘇人金"
busou_shinki,"武藏神機"
bust,"上半身"
bust_chart,"胸圍圖"
bust_cup,"胸圍杯,乳溝作杯子"
bust_measuring,"胸圍測量,罩杯測量"
buster_shirt,"剋星襯衫"
buster_sword,"剋星劍"
bustier,"短緊身胸衣"
busujima_(kusahana),"武島(草花)"
busujima_saeko,"武島紗子"
buta_(uhoiiotoko),"布塔(uhoiiotoko)"
buta_tamako,"布塔玉子"
butcha-u,"布查-u"
butcherboy,"屠夫"
buthikireta,"布提基雷塔"
butler,"管家"
butt,"屁股"
butt_crack,"屁股裂紋"
butt_fangs,"正面可見的屁股"
butt_hole,"菊花"
butt_plug,"插入式尾巴,對接插頭"
butt_plug_tail,"肛尾"
butter,"黃油"
butter-t,"黃油-t"
butter_knife,"黃油刀"
butterchalk,"奶油粉"
buttercup_(ppg),"毛茛(ppg)"
buttercup_redraw_challenge_(meme),"毛茛重繪挑戰(模因)"
butterfly,"蝴蝶"
butterfly-shaped_pupils,"蝴蝶形瞳孔"
butterfly_brooch,"蝴蝶胸針"
butterfly_earrings,"蝴蝶耳環"
butterfly_hair_ornament,"蝴蝶髮飾"
butterfly_net,"蝴蝶網"
butterfly_on_hand,"蝴蝶在手"
butterfly_on_head,"頭上的蝴蝶"
butterfly_on_nose,"鼻子上的蝴蝶"
butterfly_ornament,"蝴蝶飾品"
butterfly_print,"蝴蝶印花"
butterfly_sitting,"蝴蝶坐"
butterfly_tattoo,"蝴蝶紋身"
butterfly_wings,"蝴蝶翅膀"
butterfree,"無黃油"
butthole,"菊花"
buttjob,"臀交,對接"
button_badge,"紐扣徽章"
button_eyes,"紐釦眼"
button_gap,"紐扣間隙"
buttons,"紐扣,按鈕"
buttplug,"插入式尾巴"
butz_klauser,"巴茨克勞澤"
buuwa,"布瓦"
buzz,"嗡嗡聲"
buzz_cut,"美式寸頭,嗡嗡聲"
buzzwole,"嗡嗡聲"
bwell,"好"
byakugan,"白眼"
byleth_(fire_emblem),"byleth(火徽)"
byleth_(fire_emblem)_(female),"byleth(火徽)(女)"
byleth_(fire_emblem)_(male),"byleth(火徽)(男)"
byleth_(summer)_(fire_emblem)_(female),"byleth(夏)(火徽)(女)"
byte_(allbyte),"位元組(所有位元組)"
byulzzi,"比烏爾齊"
c-button,"c鍵"
c-low,"c-低"
c-ms_(girls'_frontline),"c-ms(女孩前線)"
c-string,"c字串"
c.c.,"抄送"
c.c._lemon,"cc檸檬"
c.c._lemon_(character),"cc檸檬(字元)"
c.honey,"親愛的"
c.r.,"鉻"
c_(control),"c(控制)"
c_(neta),"c(淨額)"
c_(rahit),"c(拉希特)"
ca_(maeda_koutarou),"ca(前田光太郎)"
cabba,"卡巴"
cabbage,"捲心菜"
cabbie_hat,"報童帽(可莉),計程車司機帽"
cabbit,"卡位元"
cabinet,"櫥櫃"
cable,"電纜"
cable_knit,"絞花針織"
cable_tail,"電纜尾"
caburi,"武裡"
cacnea,"卡尼亞"
cacturne,"仙人掌"
cactus,"仙人掌"
caeda_(fire_emblem),"caeda(火徽)"
caee_penguin,"凱伊企鵝"
caenis_(swimsuit_rider)_(fate),"caenis(泳裝騎士)(fate)"
caenis_(swimsuit_rider)_(first_ascension)_(fate),"caenis(泳裝騎士)(第一次昇天)(fate)"
caesar_(girls_und_panzer),"凱撒(少女與裝甲)"
caesar_anthonio_zeppeli,"凱撒·安東尼奧·齊佩利"
cafe,"咖啡店,咖啡廳"
cafe-chan_to_break_time,"咖啡廳休息時間"
cafe_(cafe-chan_to_break_time),"咖啡廳(咖啡廳休息時間)"
cafe_(chuu_no_ouchi),"咖啡廳(chuunoouchi)"
cafe_maid,"咖啡廳女傭"
cafe_sourire,"蘇里爾咖啡館"
cafekun,"咖啡坤"
cafeteria,"自助餐廳,食堂"
caffeccino,"咖啡"
caffein,"咖啡因"
cagalli_yula_athha,"卡嘉莉尤拉阿薩"
cage,"籠子"
cagliostro_(granblue_fantasy),"cagliostro(碧藍幻想)"
cai_geng,"菜耕"
caibao_return,"財寶迴歸"
caidychen,"凱迪臣"
caiman_(dorohedoro),"凱門鱷(dorohedoro)"
caiman_pool,"凱門鱷池"
cain_(gunnermul),"該隱(gunnermul)"
cain_highwind,"該隱高風"
cairngorm_(houseki_no_kuni),"凱恩戈姆(housekinokuni)"
caisena,"凱塞納"
cait_aron,"凱特亞倫"
caitlin_(pokemon),"凱特琳(寵物小精靈)"
caitlyn_(league_of_legends),"凱特琳(英雄聯盟)"
cake,"蛋糕"
cake_dress,"層層疊疊且撐的很大的連衣裙,形似蛋糕的連衣裙"
cake_hair_ornament,"蛋糕髮飾"
cake_slice,"蛋糕片,分層蛋糕"
calamity_jane_(fate),"災難簡(fate)"
calamity_queller_(genshin_impact),"息災(原神)"
calcio,"鈣"
calculator,"計算器"
caleb_thomas,"迦勒·托馬斯"
calem_(pokemon),"卡倫(口袋妖怪)"
calendar_(medium),"日曆(中),日曆(介質)"
calendar_(object),"日曆(物件)"
calico,"印花布"
caligula_(fate),"卡里古拉(fate)"
caligula_(game),"卡里古拉(遊戲)"
calimero_(honey_come_chatka!!),"calimero(親愛的來吧chatka！！)"
calin,"卡林"
call_of_duty,"使命召喚"
call_of_duty:_modern_warfare_2,"使命召喚：現代戰爭2"
calla_lily,"馬蹄蓮"
callan_(callancoe),"卡蘭(callancoe)"
callier_effect,"卡利爾效應"
calligraphy,"書法"
calligraphy_brush,"毛筆"
calligraphy_brush_(medium),"毛筆(中),書法毛筆"
calling,"打電話"
calm_mashiro,"冷靜的真城"
calne_ca,"卡恩ca"
calpara,"卡爾帕拉"
calvin_klein,"卡爾文克萊恩"
calyrex,"花萼"
camcorder,"攝錄一體機"
camel,"駱駝"
camel000,"駱駝000"
camel_toe,"駱駝趾（俗稱饅頭逼）"
camellia,"山茶花"
cameltoe,"駱駝趾（俗稱饅頭逼）"
cameo,"客串"
camera,"相機"
camera_around_neck,"脖子上的相機"
camera_flash,"相機閃光燈"
camera_frame,"相機取景框"
camera_phone,"拍照手機"
camerupt,"崩潰"
camieux,"卡米厄"
camilla_(fire_emblem),"卡米拉(火徽)"
camilla_(spring)_(fire_emblem),"卡米拉(春天)(火徽)"
camisole,"無袖背心(細肩帶),吊帶背心"
camisole_lift,"吊帶背心"
camisole_over_clothes,"吊帶背心套在衣服上"
camisole_pull,"吊帶背心拉"
cammy_white,"佳美白"
cammy_white_(cosplay),"cammywhite(角色扮演)"
camonome,"卡莫諾姆"
camouflage,"迷彩"
camouflage_bikini,"迷彩比基尼"
camouflage_headwear,"迷彩頭飾"
camouflage_jacket,"迷彩夾克"
camouflage_pants,"迷彩褲"
camouflage_shirt,"迷彩襯衫"
camouflage_shorts,"迷彩短褲"
camouflage_skirt,"迷彩裙"
camouflage_tank_top,"迷彩背心"
campfire,"營火"
camping,"露營"
campo_flicker_(kemono_friends),"campo閃爍(kemono朋友)"
can,"可以"
can't_show_this,"無法顯示,不能顯示這個"
can_to_cheek,"可以臉頰"
canaan,"迦南"
canaan_(character),"迦南(字元)"
canada_(hetalia),"加拿大(黑塔利亞)"
canadian_flag,"加拿大國旗"
canal,"運河"
canal_vorfeed,"運河vorfeed"
canards,"鴨翼"
cancell,"取消"
cancer_(zjcconan),"癌症(zjcconan)"
candela_(pokemon),"坎德拉(寵物小精靈)"
candelabra,"燭臺"
candice_(pokemon),"坎迪斯(口袋妖怪)"
candle,"蠟燭"
candle_wax,"蠟燭蠟"
candlelight,"燭光"
candlestand,"燭臺"
candy,"糖果"
candy_(smile_precure!),"糖果(微笑提前！)"
candy_apple,"糖果蘋果,糖蘋果"
candy_bar,"糖果棒"
candy_cane,"棒棒糖,糖果手杖"
candy_hair_ornament,"糖果髮飾"
candy_wrapper,"糖果包裝紙"
cane,"手杖"
cang_se_ye_hua,"蒼色夜華"
canister,"罐"
canking,"吃雞"
canned_coffee,"罐裝咖啡"
canned_food,"罐頭食品"
cannibalism,"同類相食"
cannon,"大炮"
canopy_(aircraft),"機蓋(飛機)"
canopy_bed,"天蓬床"
canteen,"食堂"
canti,"坎蒂"
canvas_(object),"畫布(物件)"
canvas_2,"帆布2"
canyne,"峽谷"
canyon,"峽谷"
cap'n_cuttlefish,"章魚墨魚"
capcom,"卡普空"
capcom_fighting_jam,"卡普空格鬥果醬"
cape,"披風,披肩/斗篷/披風"
cape_hold,"海角堡"
cape_lift,"海角纜車"
cape_removed,"斗篷已移除"
capelet,"披肩"
capera,"斗篷"
capitan_(tsyoujo),"首領(tsyoujo)"
capri_pants,"七分褲"
capriccio,"隨想曲"
capriccyo,"任性"
capris,"七分褲"
capsule,"膠囊"
capsule_corp,"膠囊公司"
capsule_servant,"膠囊僕人"
captain_(honkai_impact),"隊長(本海衝擊)"
captain_(kemono_friends),"隊長(kemono朋友)"
captain_amari,"阿瑪麗船長"
captain_america,"美國隊長"
captain_america:_the_winter_soldier,"美國隊長：冬兵"
captain_america_(series),"美國隊長(系列)"
captain_earth,"地球隊長"
captain_falcon,"獵鷹船長"
captain_liliana,"莉莉安娜船長"
captain_nemo_(fate),"尼莫船長(fate)"
captain_syrup,"隊長糖漿"
captain_yue,"嶽隊長"
caption,"標題"
captive_bead_ring,"圈養珠環"
captured,"捕獲"
capura_lin,"卡普拉林"
capybara,"水豚"
capybara-san,"水豚山"
capybara_(kemono_friends),"水豚(kemono朋友)"
capybara_girl,"水豚女孩"
car,"汽車"
car_interior,"汽車內飾"
car_seat,"汽車座椅"
caracal_(kemono_friends),"獰貓(kemono朋友)"
caracal_ears,"獰耳朵"
caracol,"卡拉科爾"
caramel_dansen,"焦糖舞"
caramelldansen,"焦糖舞,焦糖丹森"
carapace,"甲殼"
carbuncle_(final_fantasy),"癰(最終幻想)"
carbuncle_(puyopuyo),"癰(puyopuyo)"
card,"卡"
card_(medium),"卡(中),卡片(介質)"
card_between_breasts,"胸間卡,卡片在乳溝裡"
card_game,"紙牌遊戲"
card_holster,"卡套"
card_in_mouth,"卡在嘴裡"
card_parody,"卡片模仿"
cardboard,"紙板"
cardboard_box,"紙箱"
cardboard_box_gundam,"紙箱高達"
cardfight!!_vanguard,"打卡！！先鋒"
cardigan,"開襟衫,開衫"
cardigan_(arknights),"開衫(arknights)"
cardigan_around_waist,"開衫繞腰"
cardigan_vest,"紐扣毛衣馬夾,開衫背心"
cardiogram,"心電圖"
caren_hortensia,"卡倫霍滕西亞"
caren_hortensia_(amor_caren),"卡倫霍滕西亞(amorcaren)"
caren_hortensia_(amor_caren)_(second_ascension),"carenhortensia(阿莫爾卡倫)(第二次揚升)"
caress,"愛撫"
caressing_testicles,"愛撫睪丸"
cargo_net,"貨網"
cargo_pants,"工裝褲"
cargo_shorts,"工裝短褲"
carim_gracia,"卡里姆·格雷西亞"
carimarica,"卡里馬裡卡"
carina_(xiaowoo),"carina(小宇)"
carl_clover,"卡爾三葉草"
carleen_(alchemy_stars),"卡琳(鍊金術星)"
carlo_montie,"卡羅蒙蒂"
carly_nagisa,"卡莉渚"
carmelina_(granblue_fantasy),"carmelina(碧藍幻想)"
carmilla_(fate),"卡米拉(fate)"
carmilla_(swimsuit_rider)_(fate),"卡米拉(泳裝騎士)(fate)"
carnation,"康乃馨"
carnelian,"紅玉髓"
carnelian_(arknights),"紅玉髓(方舟之夜)"
carnival_phantasm,"嘉年華幻象"
caro_ru_lushe,"卡羅魯魯瑟"
carol_(skullgirls),"卡羅爾(骷髏女孩)"
carol_malus_dienheim,"卡羅爾·馬魯斯·迪恩海姆"
carousel,"旋轉木馬"
carp,"鯉魚"
carpaccio_(girls_und_panzer),"生牛肉片(女孩和裝甲)"
carpet,"地毯"
carriage,"馬車"
carried_breast_rest,"攜帶乳房休息,拿著乳房"
carro_armato_p40,"卡羅阿馬託p40"
carro_pino,"卡羅皮諾"
carro_veloce_cv-33,"卡羅速度cv-33"
carrot,"胡蘿蔔"
carrot_(one_piece),"胡蘿蔔(一根)"
carrot_(robosquat),"胡蘿蔔(robosquat)"
carrot_hair_ornament,"胡蘿蔔髮飾"
carrot_necklace,"胡蘿蔔項鍊"
carrot_pillow,"胡蘿蔔枕"
carrot_print,"胡蘿蔔印花"
carry_me,"帶我,抱著我手勢"
carrying,"用手臂支撐,攜帶"
carrying_bag,"提包"
carrying_over_shoulder,"肩扛,用肩扛"
carrying_overhead,"承擔開銷"
carrying_person,"載人"
carrying_under_arm,"用腋下夾,夾在腋下,腋下攜帶"
cart,"購物車"
carte,"點菜"
carton,"紙箱"
cartoon_bone,"卡通骨頭"
cartridge,"墨盒"
carving,"雕刻"
caryo,"核桃"
casca_(berserk),"卡斯卡(狂暴)"
case,"案例"
cash_register,"收銀機"
cashier,"收銀員"
casing_ejection,"套管彈射"
casino,"賭場"
casino_(casinoep),"賭場(casinoep)"
casino_card_table,"賭場牌桌"
caspar_von_bergliez,"卡斯帕·馮·貝格利茲"
cassandra_alexandra,"卡珊德拉亞歷山德拉"
cassette_player,"盒式磁帶播放器"
cassette_tape,"盒式磁帶"
casshern,"便士"
casshern_sins,"卡申罪"
cassidy_(overwatch),"卡西迪(守望先鋒)"
cassiopeia_(league_of_legends),"仙后座(英雄聯盟)"
cassock,"袈裟"
cast,"鑄造"
castanets,"響板"
castell,"卡斯特爾"
castform,"鑄型"
casting_spell,"施法"
castle,"城堡"
castlevania,"惡魔城"
castlevania:_order_of_ecclesia,"惡魔城：教會秩序"
castlevania:_portrait_of_ruin,"惡魔城：廢墟肖像"
castlevania:_rondo_of_blood,"惡魔城：血之輪舞"
castlevania:_symphony_of_the_night,"惡魔城：夜晚的交響曲"
castor_(fate),"蓖麻(fate)"
casual,"私服,休閒"
casual_one-piece_swimsuit,"連體泳衣,休閒連體泳衣"
casul,"休閒"
cat,"貓"
cat's_cradle,"貓的搖籃"
cat_(nyanko_daisensou),"貓(nyankodaisensou)"
cat_bag,"貓包"
cat_boy,"貓男孩"
cat_costume,"貓服裝"
cat_cutout,"貓咪內衣,貓鏤空"
cat_day,"貓日"
cat_ear_headphones,"貓耳式耳機,貓耳耳機"
cat_ear_legwear,"貓耳褲"
cat_ear_panties,"貓耳造型內褲,貓耳內褲"
cat_ears,"貓耳朵"
cat_eyes,"豎瞳孔/貓眼"
cat_girl,"貓娘,貓女孩"
cat_hair_ornament,"貓頭飾"
cat_hat,"貓耳帽子,貓帽"
cat_hood,"貓頭巾"
cat_keyhole_bra,"貓系內衣"
cat_lingerie,"貓系內衣,貓內衣"
cat_mask,"貓面具"
cat_o'_nine_tails,"九尾貓"
cat_on_head,"貓在頭上"
cat_on_lap,"貓在膝蓋上"
cat_on_shoulder,"貓在肩膀上"
cat_panties,"貓內褲"
cat_paws,"貓爪"
cat_pillow,"貓枕"
cat_pose,"爪子姿勢"
cat_print,"貓印花"
cat_slippers,"貓拖鞋"
cat_stretch,"貓伸展"
cat_tail,"貓尾巴"
cat_teaser,"貓預告片"
catball1994,"貓球1994"
catbell,"貓鈴"
catching,"捕捉"
catchphrase,"標語"
caterpie,"毛毛蟲"
caterpillar,"毛毛蟲"
caterpillar_tracks,"履帶式履帶"
catfight,"勾心鬥角"
catfish,"鯰魚"
catgirl,"貓娘"
catgirl0926,"貓女0926"
cathead,"貓頭"
cathedral,"大教堂"
catherine,"凱瑟琳"
catherine_(fire_emblem),"凱瑟琳(火徽)"
catherine_(game),"凱瑟琳(遊戲)"
catheter,"導管"
catholic,"天主教"
catnnn,"貓nnn"
cato_(monocatienus),"卡託(monocatienus)"
catra,"卡特拉"
catria_(fire_emblem),"卡特里亞(火徽)"
catsmoon,"貓月"
catstudioinc_(punepuni),"貓工作室(punepuni)"
catsuit,"緊身連衣褲"
cattail,"香蒲"
cattleya,"卡特蘭"
catura_(granblue_fantasy),"catura(碧藍幻想)"
catwoman,"貓女"
caucasian,"白種人"
caught,"被發現,抓到"
cauldron,"大鍋"
caulifla,"花椰菜"
caustic_(apex_legends),"腐蝕性(頂點傳說)"
caustic_lighting,"焦散"
caustics,"水波紋(需與水相關詞條搭配),焦散"
caution,"小心"
caution_tape,"警示膠帶"
cave,"洞穴"
cave_interior,"洞穴內部"
caved,"塌陷"
caveman,"穴居人"
cawang,"曹旺"
cd,"光碟"
cd_case,"cd盒"
cd_player,"cd播放器"
cecil_damon,"塞西爾·達蒙"
cecil_harvey,"塞西爾·哈維"
cecile_croomy,"塞西爾克魯米"
cecilia_(fire_emblem),"cecilia(火徽)"
cecilia_alcott,"塞西莉亞·奧爾科特"
cecilia_lynne_adelhyde,"塞西莉亞·琳恩·阿德海德"
cecilia_schariac,"塞西莉亞schariac"
cecily_cambell,"塞西莉·坎貝爾"
cedar_(artist),"雪松(藝術家)"
cefca_palazzo,"cefca宮"
ceiling,"天花板"
ceiling_fan,"吊扇"
ceiling_light,"吸頂燈"
cel_shading,"三渲二,細胞陰影,卡通渲染"
celebi,"名人"
celebration,"慶祝活動"
celes_chere,"切切"
celestia_(my_little_pony),"celestia(我的小馬駒)"
celestia_ludenberg,"天體路登堡"
celia_kumani_entory,"西莉亞庫馬尼entory"
celica_(fire_emblem),"賽麗卡(火徽)"
celica_a._mercury,"塞利卡灣水銀"
cell_(dragon_ball),"細胞(龍珠)"
cellien_(kemono_friends),"cellien(kemono朋友)"
cello,"大提琴"
cellphone,"手機"
cellphone_charm,"手機魅力"
cellphone_picture,"手機圖片"
cellphone_strap,"手機帶"
cellval,"細胞"
celtic_cross,"凱爾特十字架"
celtic_knot,"凱爾特結"
celty_sturluson,"塞爾蒂·斯特魯森"
cenangam,"珍南甘"
cencoroll,"森科羅爾"
censer,"香爐"
censor,"有碼"
censored,"有碼,審查"
censored_food,"審查食品,打碼食品"
censored_gesture,"被審查的手勢"
censored_nipples,"審查的乳頭"
censored_text,"審查文字"
censored_violence,"審查暴力,打碼暴力行為"
censoring,"有碼"
centaur,"半人馬座"
centauroid,"半人馬座"
center_frills,"胸口帶花邊的服裝,中心裝飾"
center_opening,"正中間開口的服裝,中心開口"
centipede,"蜈蚣"
centorea_shianus,"中心鼠尾草"
centurion_(tank),"百夫長(坦克)"
ceobe_(arknights),"ceobe(方舟之夜)"
ceobe_(unfettered)_(arknights),"ceobe(無拘無束)(arknights)"
cephalopod_eyes,"頭足類眼睛,頭足類動物的眼睛"
cerberus,"地獄犬"
cerberus_(helltaker),"地獄犬(地獄獵手)"
cerberus_(kemono_friends),"地獄犬(kemono朋友)"
cerberus_(last_origin),"地獄犬(最後起源)"
cerberus_(shingeki_no_bahamut),"地獄犬(shingekinobahamut)"
cereal,"穀物,穀物早餐"
cerebella_(skullgirls),"小腦(skullgirls)"
ceres_fauna,"穀神星動物群"
cerestia_of_life,"生命之冠"
cervical_penetration,"宮頸穿透"
cervix,"子宮口,子宮頸"
cervus,"鹿"
cessa,"塞薩"
cetacean_tail,"鯨魚尾巴"
cevio,"切維奧"
ceylon_(arknights),"錫蘭(方舟之夜)"
cezaria,"切薩利亞"
ch'en_(ageless_afterglow)_(arknights),"ch'en(永恆的餘輝)(arknights)"
ch'en_(arknights),"陳(arknights)"
cha_goma,"查戈馬"
chaba_(hortensia),"查巴(霍滕西亞)"
chabaneko,"沙巴內科"
chabashira_tenko,"茶柱天工"
chabudai_(table),"短腿(桌)"
chacha_(fate),"恰恰(fate)"
chacharan,"查查蘭"
chachie,"查奇"
chado,"查多"
chaesu,"查蘇"
chahashiraozen,"茶柱上禪"
chahei,"茶黑"
chai_xianghua,"柴向華"
chaigidhiell,"柴吉迪爾"
chaika_bogdan,"柴卡波格丹"
chaika_trabant,"柴卡特拉班特"
chain,"鏈條"
chain-link_fence,"鐵絲網圍欄"
chain_belt,"鏈帶"
chain_chomp,"鏈咬"
chain_chronicle,"連鎖編年史"
chain_leash,"鏈帶"
chain_necklace,"鎖鏈項鍊"
chained,"鏈式"
chained_wrists,"鏈式手腕"
chainmail,"鎖子甲"
chains,"鎖鏈"
chainsaw,"電鋸"
chainsaw_man,"電鋸人"
chainsword,"鏈鋸劍"
chair,"椅子"
chairs,"椅子"
chaise_longue,"躺椅"
chakabo,"茶卡波"
chakapi,"查卡皮"
chaki_(teasets),"chaki(茶具)"
chakram,"飛輪"
chaldea_logo,"迦勒底標誌"
chaldea_uniform,"迦勒底制服"
chalice,"聖盃"
chalk,"粉筆"
chalkboard,"黑板"
cham-p,"冠軍-p"
cham_cham,"湛湛"
chamaruku,"茶丸"
chamchami,"奶茶"
chameleon,"變色龍"
chameleon_(ryokucha_combo),"變色龍(ryokucha組合)"
chameleon_man_(three),"變色龍人(三)"
chameleon_tail,"變色龍尾巴"
champagne,"香檳,香檳酒"
champagne_bottle,"香檳酒瓶"
champagne_flute,"香檳長笛"
champion_(ragnarok_online),"冠軍(仙境傳說線上)"
champion_uniform,"冠軍制服"
championship_belt,"冠軍腰帶"
chamu_(chammkue),"查姆(chammkue)"
chamupei,"查梅佩"
chan_co,"陳co"
chandelier,"吊燈"
chandelure,"吊燈"
chane_laforet,"香奈兒拉弗萊"
changing_clothes,"換衣服"
changing_room,"更衣間,更衣室"
changpao,"長袍"
changye,"昌燁"
chansey,"錢西"
chao_(sonic),"超(聲波)"
chao_lingshen,"超靈神"
chaos;child,"混亂;孩子"
chaos;head,"混亂;頭"
chaos_(warhammer),"混亂(戰錘)"
chaos_online,"線上混亂"
chaosringen,"混亂之鈴"
chapayev_(azur_lane),"查帕耶夫(碧藍航線)"
chaps,"皮套褲"
char's_counterattack,"夏亞的反擊"
char's_counterattack_-_beltorchika's_children,"夏亞的逆襲——貝爾託奇卡的孩子們"
char_aznable,"字元aznable"
chara_(undertale),"性格(傳說之下)"
character_age,"人物年齡"
character_censor,"字元檢查器,用人臉打碼"
character_cutout,"字元摳圖"
character_doll,"人物娃娃,角色公仔"
character_hair_ornament,"人物髮飾"
character_hat,"人物帽子"
character_hood,"字元罩"
character_mask,"字元掩碼"
character_name,"人物名稱"
character_pillow,"人物枕頭"
character_print,"字元列印"
character_profile,"人物簡介"
character_request,"字元請求"
character_select,"字元選擇"
character_signature,"字元簽名"
character_single,"字元單,單人封面"
character_watermark,"字元水印"
charamells,"焦糖"
charger,"充電器"
